ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalues,rank,leading_edge,core_enrichment,celltype
cluster59,cluster59,178,-0.46160517422221,-1.71284843863156,2.88295871145706e-05,0.00366135756355047,0.00345955045374847,2072,"tags=28%, list=14%, signal=24%",TP53BP1/RBBP5/LHX2/SOX10/JUN/MED4/BRMS1L/FHL2/GATAD2A/HDAC2/KDM1A/HHAT/NKAPP1/HIVEP1/SS18L1/TRRAP/TADA2A/EP300/POGZ/RNU6-6P/BCL7A/HDAC3/SMG7/ARID4B/ELF1/YY1/SATB2/FOXK2/RCOR1/NCOA3/HERC2P3/KDM6A/FAT2/RB1/TBL1X/ARID2/PBRM1/SMARCC1/ZNF609/EHMT1/SOX6/IQCJ-SCHIP1/KAT2B/SOX5/CHD7/SLC24A2/NFIA/FOXP1/ST18,In1a
cluster108,cluster108,161,0.457099242012484,1.7053761565229,4.66783142368078e-05,0.00592814590807459,0.00506091196462232,3019,"tags=35%, list=20%, signal=29%",PKM/GAPDH/HSPH1/EIF1B/TPT1/UBE2M/CCT2/ISG15/ARAF/PSMD3/EIF3J/TFB1M/PSMD1/PSMB3/RRP1/NACA/PCMT1/RPRML/MTHFD1/DYNC1H1/LSM8/MYH10/PSMB6/CCT5/GRK5/HSPA4L/CCT3/AGO4/KCNC2/TCEAL5/FBLL1/PSMA3/ACLY/TRIM14/EIF2A/DUSP11/FUBP1/KRT10/SND1/CCT7/SKIV2L/CCT8/ZC3H15/RPS4Y1/DNAJB6/TCP1/ABCF2/POP7/AHSA1/RAE1/EIF5A/PRDX1/FBXO32/IVNS1ABP/FGF17/DDX20/SNRNP27,Ex3c
cluster9,cluster9,211,0.418612626778525,1.60783223714923,0.000100213842370649,0.00636357899053621,0.00543264513904045,2281,"tags=29%, list=15%, signal=25%",HNRNPA0/ILF3/PURA/HNRNPA3/RPL23A/HP1BP3/RPL28/RPL3/PCBP1/RPL31/GTPBP4/RPL18A/RPL11/RPL37A/NSA2/RPS2/RPL32/EIF2AK2/ZCRB1/LLPH/RPL14/RPS15A/SERBP1/RPSA/SF3B1/RPS5/RPLP2/RPL15/NKRF/PRC1/RPL6/STAU2/ABT1/ZFR/RPS14/RPS9/TRA2B/DHX9/RPL9/RPS7/RPS6/CUL3/RPLP1/CIT/RSL1D1/RPL35/PRPF8/PAK1IP1/LIN28B/HNRNPDL/SRP72/RPL8/CRYBB2P1/RPS19/RPL19/ZC3H18/RPS3/NEIL1/YBX3/ZNF346/RPL36/RBM8A,Ex3c
cluster59,cluster59,178,-0.414420350952218,-1.58341156417467,0.00029737239053146,0.00903920264047901,0.00771684933252663,2919,"tags=34%, list=19%, signal=28%",CCDC144NL/EHMT1/ELF2/UBE2I/GATAD1/SMARCC1/TRPS1/PAX6/EP300/ARID1A/SUZ12/MBD2/TBL1X/KDM6A/FOXK1/KMT2D/HDAC1/KMT2C/TLE1/PHF12/KLF3/BCL7A/SOX10/KDM2B/KDM1A/BCL7C/GATAD2A/MAP6D1/SMARCD3/HIVEP1/MGA/TP53BP1/BRD3/BMPER/RBPJ/ZZZ3/NFIB/NCOA3/SMARCA2/RB1/RNU6-6P/ARID4B/HERC2P3/KAT2B/FAT2/CDK8/KMT2A/KCNQ1OT1/ZNF608/BPTF/SOX5/EP400/SOX6/ZNF609/ZNF644/NCOR2/NFIA/CHD7/FSTL5/ST18,Ex3c
cluster107,cluster107,114,0.47363120059653,1.68931140531197,0.000338439882457516,0.00903920264047901,0.00771684933252663,2793,"tags=30%, list=18%, signal=25%",CKB/SMIM10L2A/HSP90AB1/PSMD11/PTMS/MAT2A/PRKCZ/PSMD13/SBDS/CYCS/GOT2/FARSA/PSMD7/UBA1/TIMM50/PAICS/DUSP1/GSTP1/EIF4H/DDA1/SDHC/PSMB2/PSMA7/ALDH18A1/ANKRD55/PPP6C/LRRK2/DNAJA1/FGD5/PFAS/PSMD4/PSMD8/PSMD6/MRPL36,Ex3c
cluster112,cluster112,146,0.447362134421153,1.64740893613296,0.000355874119703898,0.00903920264047901,0.00771684933252663,3016,"tags=36%, list=20%, signal=29%",MDH2/MRPL37/MRPS7/MRPS2/NDUFS3/AURKAIP1/MRPL4/PDHA1/SLC6A17/SSBP1/MRPS35/NDUFV1/PMPCB/MRRF/MRPL52/MRPL13/MRPL44/MRPS26/NDUFS6/MRPS11/SLIRP/NDUFA5/NDUFS2/MRPL28/MRPL51/TMEM70/C1QBP/CLPP/CTBP1-AS/COX4I1/NDUFS8/PDK1/MRPL45/MRPS30/MRPL24/NDUFA6/MRPS34/MRPS23/MRPL19/PMPCA/PHB/TUFM/MRPL2/MRPL49/MRPL15/MRPL48/MRPL55/MRPS33/OGDH/GRSF1/MRPS9/NDUFV3/MTERF3,Ex3c
cluster66,cluster66,206,-0.387248844172905,-1.50806275644073,0.000576346767059649,0.0121993399027626,0.0104146871942358,2651,"tags=25%, list=17%, signal=21%",NTN1/SDC2/CLYBL/ELN/VAC14/LYPD6B/PIGL/RHBDL3/PKP2/VPS50/ADAMTS9-AS2/MAG/UHRF1BP1/COL9A1/ZBBX/DCHS2/IL17D/TOX3/CTDSPL/GGA1/IGF1/TRAPPC12/NRXN1/SPG11/MBNL1/GRIN2C/LGI1/PTPN11/LRRTM4/FBN1/PARD3/PLXNC1/TRAPPC10/GSG1L/EPHB2/ZER1/ITGA9/DLG2/JAK2/DTNA/CTNNA1/PLXDC2/PPP2R2B/NTM/ITCH/KCNIP1/ERBB4/EXOC4/TRAPPC9/NXPH1/RPS6KA2/LHFPL3,Ex3c
cluster115,cluster115,152,0.432189556684082,1.60318645571018,0.000862390713442314,0.0156462315153106,0.013357329847302,2199,"tags=30%, list=14%, signal=26%",PGK1/HINT1/MDH1/CFL1/ALDOA/ENO2/PINK1/PGD/LDHA/LDHB/ENO1/TKT/IDH3A/MCCC1/OAT/SLC25A3/PRDX5/NT5C3B/IVD/SOD2/SSR4/ANXA5/OXCT1/MPV17/FOXRED1/TXN/MTPN/ECH1/FASTKD3/NDUFC1/NME4/SOD1/PNPLA8/ICAM1/NDUFAB1/ATXN3/DNAJC4/PPIA/ACO2/MPST/LYPLAL1/PPT1/ASS1/PRDX6/PDE12,Ex3c
cluster80,cluster80,131,0.434379383193037,1.59145924897387,0.00152509780746681,0.0242109276935356,0.0206690887064581,2625,"tags=31%, list=17%, signal=26%",PDP1/TOMM7/COX5B/ATP6V1C1/UQCRH/PEBP1/COX7A1/PRNP/ATP2A2/COX7B/ATP6V1E1/PPA1/CISD1/PTGES2/RCN2/CMPK1/ATP6V1B2/CFTR/SEC61A1/NDUFB6/TMEM126B/COA7/TM6SF1/HACD3/CSE1L/BOLA3/ATP6V1A/SAMM50/CALR/UQCR10/ARMCX3/COPB2/HSP90B1/RSAD1/PRKCSH/DNAJC11/FAR1/AADAT/VCP/MTX2/HK1,Ex3c
cluster117,cluster117,170,0.395060179600059,1.48142331746214,0.002405800168805,0.0339485134931373,0.028982154080341,2337,"tags=21%, list=15%, signal=18%",B4GAT1/EXTL2/SLC20A1/RTN3/KCNA2/ORMDL1/SERINC1/BNIP3/CNIH1/ITM2C/NCEH1/SYNGR1/CYB561/SLC38A2/TSPAN17/SEL1L/B4GALT3/DOLK/SCAMP1/TMEM223/TMEM208/SEC11C/FAR2/RAB2A/ADGRL1/APOL2/MYADM/SLC41A1/ATP2B3/TMEM243/HACD2/ATP6V0A2/HMGCR/BNIP1/AGPAT3,Ex3c
cluster114,cluster114,89,0.462521509171484,1.5915024952857,0.002824921157655,0.0358764987022185,0.0306280925514173,3430,"tags=45%, list=22%, signal=35%",ECHS1/ATPAF1/PREPL/RPUSD3/MRPS21/UBL4A/POLDIP2/COX5A/EEF2/GLS/AAR2/MRPL14/CLPX/POLRMT/MRPL34/IBA57/PDHB/PARK7/ANGEL2/MRPL35/MRPL33/RPL23/STOML2/TRMT10C/FAHD1/MALSU1/TIMM44/LONP1/SUCLA2/MCUR1/DLAT/ETFB/MMAB/SLC25A5/CCDC90B/TEFM/DDX28/NIPSNAP1/DNAJC15/TCEAL3,Ex3c
cluster124,cluster124,71,-0.467860234808094,-1.54735436562914,0.00353410066847323,0.0408027986269182,0.0348337195074395,3132,"tags=28%, list=20%, signal=23%",BCHE/FREM2/MOXD1/STX17/MANSC1/NOTCH2/RHOQ/FRS2/FAT1/GALNT10/SEMA3B/KIAA1549/FGFR3/PKD2/DNAJC5/LAMB1/DLG1/INSR/CXCL14/VCAN,Ex3c
cluster33,cluster33,158,0.399454090174535,1.48912706219554,0.00434232466911879,0.0436887629852276,0.0372974934726767,2940,"tags=27%, list=19%, signal=22%",CEND1/RGS4/SCN1B/AP3D1/SLITRK1/GLB1L3/LRRC40/CPLX2/NAA30/PGAP3/SYT13/DBI/SNX10/MTTP/RGS2/RBM18/ENPP5/PMM2/ARHGDIG/TAX1BP1/CHMP2B/RGS14/ROGDI/KCNIP3/MCTP2/CLCN4/METTL13/PAQR9/PLEKHM2/DNAH17/DPM3/C16orf46/C1RL/SYT3/AACS/TTC1/SLC25A21/GLRA3/CCDC134/GNB5/SLC45A4/FAM13B/RABIF,Ex3c
cluster69,cluster69,112,-0.409421121202872,-1.44353526663823,0.00449495957688771,0.0436887629852276,0.0372974934726767,2585,"tags=23%, list=17%, signal=19%",FOXP2/ZNF565/THAP6/CHN2/FAM222A/ZBTB43/ZFP90/NSMF/TJP2/CTTNBP2NL/PRKG1/RFX3/ZSCAN5A/EBF1/RBM48/MDM4/CCP110/CENPP/PRMT2/ANKRD28/RPGRIP1L/FAM13C/UBE2E2/JAKMIP2/HDX/PCDH15,Ex3c
cluster8,cluster8,94,-0.430745157791844,-1.49289129031945,0.00481608410860777,0.0436887629852276,0.0372974934726767,1994,"tags=23%, list=13%, signal=20%",CCDC28A/FGD6/MYO16/MBP/MAGI2/RAD51B/CRTAC1/FGF1/APPL1/SKAP2/TBC1D23/CUX1/NOS1/GUCY1A2/LRRC49/TNIK/RFTN2/LDLRAD4/TJP1/PTPRZ1/GRIK1/HIP1,Ex3c
cluster75,cluster75,145,-0.387278587190291,-1.43732195771255,0.00518941675324799,0.0439370618441663,0.0375094684620732,2396,"tags=22%, list=16%, signal=19%",CPT1C/ADAM15/AOAH/LYN/C3/COL4A1/NF1/BMP7/SLCO1C1/ANKRD30BL/DNER/ACSS3/TXNDC11/BCAN/UBR3/ATP13A4/LRP2/PLEKHA5/SMOC1/COLGALT2/LTBP1/PTPN13/PCSK5/DIP2A/PPFIA1/CCDC88A/ZDHHC17/NEDD4L/LRP1B/RASAL2/FGFR2/GAB1,Ex3c
cluster24,cluster24,154,-0.378675704218013,-1.42081177137603,0.00617253011163226,0.048994457761081,0.0418270132564554,2858,"tags=26%, list=19%, signal=21%",CDKL1/LCORL/SAMD3/AMOTL1/ZNF83/SOX4/RPS6KB1/CPEB3/EVL/CAPN7/CEP112/NRDE2/REV3L/MKX/NR3C2/ZNF81/ZNF566/ZNF197/TBCEL/ATMIN/FAM193B/RNF146/DMTF1/PPP1R7/MEGF11/DGKG/ZNF44/ANAPC10/SLX4IP/MID1/RNF10/COMMD1/NAV2/NME5/MORC3/CNTLN/SMURF2/ZNF804B/KANSL1L/ZBTB20,Ex3c
