-0.035533	-0.269505	-0.242356	-0.346642	0.215485	-0.270419	-0.084026	0.037065	-0.101412	0.100584	-0.054974	0.050207	0.031419	-0.099805	-0.153969	0.175217
0.365067	-0.013597	-0.198735	-0.202712	-0.172067	0.081563	0.406164	0.263552	0.138655	-0.276181	0.314461	-0.824125	-0.083640	0.190374	-0.014546	-0.137743
-0.116263	-0.763487	-0.766170	-1.050907	0.646879	-0.769130	-0.270211	0.087700	-0.333627	0.350103	-0.266656	0.181778	0.078066	-0.329959	-0.532380	0.551592
-0.054875	-0.936998	-0.958534	-1.295586	0.733142	-0.917629	-0.134953	0.243693	-0.281359	0.230305	-0.141352	-0.024434	0.110799	-0.277720	-0.589061	0.559640
-0.077013	-0.059518	-0.105835	0.194416	0.055624	-0.000481	0.128617	-0.002416	-0.001282	-0.138842	-0.014105	-0.023678	0.066954	0.080230	0.060884	-0.101197
-0.110590	-0.435528	-0.412089	-0.599555	0.373934	-0.477969	-0.207258	0.010906	-0.217827	0.231002	-0.210552	0.208879	0.036738	-0.257102	-0.307401	0.352396
-0.343408	-0.946906	-0.847267	-1.334287	0.920326	-1.057543	-0.587498	-0.048924	-0.506774	0.635556	-0.528833	0.666708	0.113356	-0.544327	-0.673184	0.842157
-0.469814	-0.972096	-0.763532	-1.193457	0.979322	-1.137078	-0.707449	-0.164747	-0.550647	0.758429	-0.639280	0.965723	0.162085	-0.622927	-0.619339	0.871736
-0.070317	-0.224303	-0.232419	-0.305057	0.220414	-0.250323	-0.120423	-0.005850	-0.105127	0.140199	-0.135143	0.109810	0.007557	-0.112348	-0.156119	0.185381
0.361160	0.785785	0.588849	0.605859	-0.570833	0.573035	0.129967	0.094663	0.287666	-0.415650	0.484562	-0.610135	-0.168103	0.296938	0.358921	-0.703557
-0.364792	-0.122969	0.133926	0.039715	0.254529	-0.251439	-0.461967	-0.276511	-0.233606	0.416856	-0.310846	0.879939	0.089924	-0.262058	-0.089221	0.285436
-0.014204	-0.172429	-0.191200	-0.258888	0.126471	-0.175353	-0.037833	0.034349	-0.082661	0.061843	-0.031786	-0.008744	0.027303	-0.069899	-0.123745	0.111831
0.110030	-0.060702	-0.123911	-0.136006	-0.021728	-0.019681	0.136200	0.084103	0.041444	-0.097190	0.096514	-0.287663	-0.021177	0.052041	-0.030016	-0.030806
0.110505	0.131190	0.083829	0.141984	-0.164239	0.177702	0.158377	0.050629	0.096486	-0.135736	0.130338	-0.248011	-0.034140	0.111309	0.081057	-0.140734
-0.048949	0.126836	0.171250	0.245806	-0.096302	0.128703	-0.020287	-0.053889	0.018809	0.000684	-0.002236	0.096278	0.018937	0.022596	0.099626	-0.076972
0.058910	-0.073607	-0.161467	-0.221986	0.043635	-0.077974	0.051508	0.069845	-0.023505	-0.028383	0.063726	-0.189242	-0.003923	0.011320	0.001261	0.039078
-0.628209	0.793316	1.373779	1.816900	-0.406668	0.711551	-0.508496	-0.599015	-0.011525	0.363250	-0.359636	1.649110	0.230193	-0.066467	0.694654	-0.325854
0.213103	-0.159203	-0.302218	-0.348933	-0.003809	-0.085190	0.268846	0.201499	0.063262	-0.175414	0.185208	-0.589636	-0.050923	0.091544	-0.107687	-0.020062
-0.196874	0.191639	0.353803	0.463554	-0.079097	0.167633	-0.182895	-0.186792	-0.016179	0.125535	-0.128529	0.502801	0.065881	-0.046771	0.163503	-0.059157
-1.465165	0.524706	1.531003	1.665025	0.399174	-0.051335	-1.624509	-1.128028	-0.688119	1.427052	-1.234157	3.720131	0.417247	-0.735080	0.408808	0.518410
0.044793	-0.115076	-0.173257	-0.206752	0.070267	-0.100337	0.067038	0.062382	-0.029558	-0.033208	0.015885	-0.149487	0.010969	0.026434	-0.067549	0.049883
0.034853	0.079091	0.069473	0.136962	-0.073831	0.088268	0.051581	-0.000616	0.042384	-0.064983	0.046005	-0.045700	0.006115	0.055690	0.060879	-0.088592
-0.061363	-0.182478	-0.137419	-0.203885	0.163261	-0.185365	-0.105632	0.035040	-0.078982	0.111315	-0.092090	0.124307	0.014337	-0.088416	-0.091297	0.128580
-0.480047	0.087763	0.394016	0.401512	0.194203	-0.088023	-0.569169	-0.377419	-0.225108	0.483173	-0.433253	1.196396	0.125923	-0.276566	0.064427	0.227593
-0.042058	1.209823	1.420187	2.014758	-0.968897	1.264376	0.177765	-0.282542	0.404319	-0.344184	0.220291	0.327316	0.046001	0.399644	0.896583	-0.845489
-0.058265	-0.177811	-0.129134	-0.202005	0.137602	-0.166446	-0.058434	0.010094	-0.085276	0.093384	-0.070920	0.073408	0.033491	-0.074262	-0.103464	0.123053
-0.407694	-0.085675	0.187377	0.133926	0.245943	-0.225763	-0.453712	-0.286836	-0.254088	0.429888	-0.352796	0.974242	0.115749	-0.278112	-0.020204	0.283595
