0.072678	-0.013898	0.179209	-0.043411	-0.138096	-0.101680	0.063798	-0.235659	-0.387120	0.010126	0.259501	-0.029322	-0.105022	-0.162100	0.006506	0.165227
-0.169749	0.188024	0.477943	0.003568	-0.075100	0.542407	-0.068876	-0.058081	0.357000	0.439969	-0.503883	-0.097096	-0.035570	0.213355	0.040353	0.031116
0.163453	-0.001981	0.896320	-0.224120	-0.556867	-0.160800	0.254988	-0.983544	-1.290705	0.336991	0.787419	-0.174721	-0.422700	-0.476878	0.049888	0.629877
0.041043	0.121219	1.275450	-0.191678	-0.631829	0.128165	0.242934	-1.141216	-1.261086	0.558011	0.649652	-0.278223	-0.502841	-0.440807	0.062525	0.737990
-0.151024	0.003303	-0.896742	0.035919	0.279056	-0.292169	-0.220962	0.453376	0.727436	-0.237198	-0.302581	-0.038370	0.266083	0.245909	0.003091	-0.305630
0.105825	-0.049655	0.532404	-0.139712	-0.364530	-0.159790	0.174311	-0.642356	-0.959150	0.153555	0.600611	-0.114163	-0.269515	-0.361312	0.016311	0.422162
0.310148	-0.127403	0.916160	-0.309949	-0.678446	-0.555249	0.378421	-1.164839	-1.928230	0.177107	1.322269	-0.179356	-0.496063	-0.754047	0.056608	0.793904
0.331834	-0.116462	0.825510	-0.260903	-0.670293	-0.679918	0.386376	-1.207937	-2.009608	0.061977	1.510382	-0.167104	-0.517262	-0.796877	0.040219	0.842823
0.042679	-0.015141	0.214105	-0.060409	-0.155668	-0.113398	0.088057	-0.271481	-0.416529	0.055378	0.302008	-0.056636	-0.116694	-0.134683	0.018351	0.187987
-0.032189	0.157641	-0.599192	0.323552	0.261564	0.684285	-0.083412	0.730593	1.581545	0.394988	-1.087921	-0.196430	-0.126341	0.732334	-0.277580	-0.187782
0.221465	-0.187845	-0.219898	-0.071847	-0.080061	-0.513244	0.126346	-0.134437	-0.703938	-0.405356	0.691387	0.060634	-0.018469	-0.384576	0.060378	0.147551
0.015603	0.031408	0.262941	-0.031524	-0.120090	0.012050	0.036444	-0.199709	-0.204729	0.134967	0.112486	-0.065646	-0.108000	-0.077190	0.000928	0.153192
-0.050734	0.112399	0.298787	-0.000854	-0.119640	0.170138	0.013691	-0.163849	-0.004918	0.254868	-0.061808	-0.081813	-0.099939	0.050555	-0.018675	0.105726
-0.059564	0.045551	-0.079817	0.048755	0.091623	0.133979	-0.061537	0.181446	0.369146	0.031812	-0.254181	0.013580	0.072775	0.150658	-0.002508	-0.127940
0.020748	-0.011304	-0.230231	0.053732	0.120982	-0.083116	-0.059608	0.169706	0.190919	-0.142913	-0.056303	0.044353	0.080357	0.046262	-0.012498	-0.093887
-0.013848	0.023628	0.252031	-0.033945	-0.048402	0.132181	0.056075	-0.144446	-0.109156	0.126009	-0.023847	-0.035974	-0.128478	-0.087129	0.002909	0.080255
0.438205	-0.469522	-1.866294	0.240175	0.649221	-1.182298	-0.191300	0.996558	0.216599	-1.540628	0.537437	0.377256	0.545247	-0.185806	-0.009871	-0.537166
-0.098067	0.156913	0.527500	0.005921	-0.180318	0.379976	-0.002196	-0.228138	0.046119	0.416409	-0.210600	-0.117954	-0.120180	0.076021	0.019603	0.143767
0.136990	-0.125088	-0.473259	0.041766	0.148856	-0.376864	-0.018097	0.205215	-0.053433	-0.412554	0.239278	0.096627	0.122511	-0.090799	-0.009850	-0.094282
0.997632	-1.115394	-2.554585	0.088083	0.620536	-2.296063	0.002960	0.943130	-1.469711	-2.886355	1.920735	0.807943	0.754091	-1.079659	0.309160	-0.411605
-0.003912	0.078410	0.322751	-0.011579	-0.139435	0.078718	0.017955	-0.228073	-0.164683	0.189570	0.086238	-0.090242	-0.111680	-0.043778	-0.005784	0.166871
-0.029421	0.032141	-0.000860	0.023955	0.054711	0.074538	-0.017323	0.075750	0.131723	0.035804	-0.129632	0.012660	0.014884	0.083562	0.019387	-0.034609
0.051280	-0.010826	0.170912	0.015265	-0.109176	-0.046883	0.026408	-0.172917	-0.249846	0.068314	0.188163	-0.056091	-0.062570	-0.069618	0.029773	0.119947
0.303381	-0.340699	-0.809370	0.025935	0.200896	-0.736648	0.029651	0.287396	-0.466115	-0.890546	0.616349	0.255930	0.230408	-0.323337	0.086416	-0.138032
0.001115	-0.163440	-1.791895	0.364218	0.938505	-0.274764	-0.387725	1.502770	1.672992	-0.991236	-0.786734	0.349540	0.718289	0.497700	-0.084312	-0.965503
0.063673	-0.004102	0.152452	-0.021213	-0.125535	-0.079988	0.037628	-0.163065	-0.283899	0.032759	0.210017	-0.021051	-0.069445	-0.117100	0.021760	0.148417
0.265870	-0.256092	-0.380650	-0.046016	-0.004297	-0.608016	0.059137	-0.010067	-0.655968	-0.562261	0.682730	0.134027	0.041077	-0.358122	0.093424	0.091509
0.006483	0.036448	0.173917	-0.027590	-0.087676	-0.003546	0.035126	-0.157056	-0.167980	0.089491	0.100337	-0.050782	-0.072462	-0.052227	-0.003954	0.107226
0.202163	-0.068487	0.371284	-0.138923	-0.193786	-0.232325	0.102927	-0.464065	-0.811580	0.052036	0.511970	-0.192896	-0.236191	-0.417668	0.013616	0.480291
